文件标题,信息时间,土地位置,用途,土地面积(m),总计容建筑面积(m2),最大建筑密度,绿地率,出让价款起始价(万元),投标竞买保证金(万元),编号,产业类别,可建面积(m2)或容积率,投资强度(万元/公顷),产出要求(万元/公顷),备注,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,爬取时间,爬取地址url,唯一标识
梁平区国有建设用地使用权出让（LP-1-363）,2019/9/30,,|工业用地,,,,,,,|LP-1-363号,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/a1d6b47b-f973-4835-bb53-b4bb546d93ce.html,94b213a658acafd31d2eac707f691022
江津区双福工业园J01-02-4/04、J02-02-2/04-2号地块国有建设用地使用权公开出让公告,2019/9/30,,|二类居住用地、娱乐康体用地,,,,,,|6900,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/7a981726-5b23-4763-bf4b-5924379c2016.html,b246bfd4e4d3428c279f49e1934cd93e
綦江区丁山镇关伏村一社砖瓦用页岩矿（GC19032）-公告信息,2019/9/30,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20190930/3aba3c02-4e02-4046-901d-d665594fa9f8.html,3a901ae0bdb7856b31e69f0440d64bfa
巫溪县尖山镇大包村建筑石料用灰岩矿（GC19033）-公告信息,2019/9/30,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20190930/106f12bd-4383-4aea-85b3-fb0bfe94d8da.html,b896f2985a669efb614f0d9f4b56f873
江津区双福工业园J01-02-3/04、J02-02-1/04、J02-02-2/04-1、J05-04-1/04号地块国有建设用地使用权公开出让公告,2019/10/7,,|二类居住用地、娱乐康体用地、商业二类居住混合用地,,,,,,|11600,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/f72e4e7a-1f91-488c-a8d2-175e82031b97.html,b83644a9dce9ff0774b82550eae6ccf3
梁平区国有建设用地使用权出让（LP-1-386）,2019/10/9,,|工业用地,,,,,,,|LP-1-386号,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/8312e263-238a-4f6d-a3e9-c4d947af6771.html,fdd5d60d62d397f3a95c5be00761ee7d
梁平区国有建设用地使用权出让（LP-16-010）,2019/10/9,,|二类居住用地,,,,,,,|LP-16-010号,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/60c511c0-061b-4732-9449-6b2722fe341b.html,80e5a5aab04beb212248749f789a6b5b
江津区德感工业园E11-01-1号-01地块国有建设用地使用权公开出让公告,2019/10/9,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191010/e015c366-7f8f-478e-b32f-7e833ecd6bcc.html,49696b7d183c12e57266ad81ed72fa0d
江津区德感工业园E11-01-1号-02地块国有建设用地使用权公开出让公告,2019/10/9,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191010/6ff6f31c-446d-4b0f-8240-50a80d4337ef.html,fade6875501bb4d3a41ed6393b097809
重庆市武隆区规划和自然资源局国有土地使用权公开公告出让公告(武隆规资告字[2019]5号),2019/10/9,|                                    武隆区仙女山镇石梁子社区大坪居民小组                                                       |                                    武隆区仙女山镇石梁子社区钻天铺、鹿子堡居民小组                                                       ,,|39265平方米|62759平方米,,,,,,|                                    WL2019-2-2号                                   |                                    WL2019-2-3号                                   ,,,|                                    万元/公顷                                   |                                    万元/公顷                                   ,,|                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为4416.2104万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为5983.8238万元（不另设底价）。                                          ,2019年10月09日至2019年10月28日,重庆市武隆区公共资源综合交易中心,2019年10月09日至2019年10月28日,,2019年10月28日17时00分,2019年10月28日17时00分,重庆市武隆区凤山街道建设东路2号（南城中央广场负3楼),023-77726543,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191104/83839de6-c62b-4367-9646-da25b0fdca26.html,80775d8efd8fec32c25eccd742c8ea69
重庆市武隆区规划和自然资源局国有土地使用权公开公告出让公告,2019/10/9,|                                    武隆区仙女山镇石梁子社区大坪居民小组                                                       |                                    武隆区仙女山镇石梁子社区钻天铺、鹿子堡居民小组                                                       ,,|39265平方米|62759平方米,,,,,,|                                    WL2019-2-2号                                   |                                    WL2019-2-3号                                   ,,,|                                    万元/公顷                                   |                                    万元/公顷                                   ,,|                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为4416.2104万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为5983.8238万元（不另设底价）。                                          ,2019年10月09日至2019年10月28日,重庆市武隆区公共资源综合交易中心,2019年10月09日至2019年10月28日,,2019年10月28日17时00分,2019年10月28日17时00分,重庆市武隆区凤山街道建设东路2号（南城中央广场负3楼),023-77726543,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191022/590ae09c-b0c1-4802-a1fb-2a85c9fed54c.html,f1003506626663866c0472f166ffa5aa
摩围山休闲旅游度假康养基地一期（2号地块宗地三) 国有建设用地使用权挂牌出让公告,2019/10/9,,,,,,,,,,,,,,,,,,,2019 年11月6日15：00 时,2019 年11月6日15：00 时,,023-78848720|023-78869615,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191010/02bd4614-89af-4a24-88c9-6ec3b561ec74.html,b33cc8ae8953fd9f7dca10c823382a18
重庆市开州区温泉镇东坪社区8组横梁子建筑石料用灰岩矿（GC19031）-公告信息,2019/9/20,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20190920/9c1cf228-5b38-4aca-b51f-c8f8ef96ccac.html,6eb372273231d4a48e01144e42df4bae
江津综合保税区M03-02/01号地块 国有建设用地使用权公开出让公告,2019/9/17,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190917/b1cf0e86-ff18-4855-954f-4c337116e9cd.html,a05d1be49a4a04b16d451c346b184d64
江津区德感工业园E17-04号-02地块国有建设 用地使用权公开出让公告,2019/9/18,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190919/03acf3ef-7417-4916-bdf7-05f2676b5538.html,aa6e8c821bc1132cb8aa081e1e299094
垫江县桂阳街道长安大道南侧A2地块使用权挂牌出让公告,2019/9/6,,|商住,,,,,,,|dj2019-1-020,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190909/4ae597dd-5da8-4241-b193-97bb960219e6.html,4683b234a66d29d710867aba64ba2987
垫江县桂阳街道长安大道南侧A1地块使用权挂牌出让公告,2019/9/6,,|商住,,,,,,,|dj2019-1-019,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190909/1cdec010-bc1d-4747-b8b5-6b7a1893d435.html,815a873213cbc860b0a4614d6923f6cb
垫江县桂阳街道长安大道南侧A3地块使用权挂牌出让公告,2019/9/6,,|商住,,,,,,,|dj2019-1-021,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190909/65ff89f5-11ee-4a73-8a7a-d918b8adfa3f.html,41610a1cd511c56393397cfb8f4a45d7
黄石新城SH-A04-04/02号地块国有建设用地,2019/9/6,,,,,,,,,|YUNYANG-5-出让-3号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190909/ebd55377-9d53-473a-82c6-3fbbc3f729cc.html,7df234bcc5109f1117e70647ce521e3f
重庆市开州区温泉镇水泥用灰岩矿（GC19030）-公告信息,2019/9/6,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20190906/83cb04d0-bdc3-4382-923f-63387a790a1f.html,22d8a27669ca1d26aa2141b627dc40a2
江津区双福工业园J01-02-3/04、J02-02-1/04、J02-02-2/04-1、J05-04-1/04号地块国有建设 用地使用权公开出让公告,2019/9/9,,|二类居住用地、娱乐康体用地、商业二类居住混合用地,,,,,,|11600,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190926/426d6f5a-618c-4d93-bae4-5e15ad706cf9.html,b51b315c4a3576f469f121a4d58c2e14
2019-RC-1-21、22、23、24、25、26号国有建设用地使用权公开出让公告,2019/9/9,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/eeb95764-197d-48c8-910a-490acadfa0f7.html,caf8c4e393d39acceca291beefceca48
亮水坪组团A10-03/03号地块国有建设用地,2019/9/9,,,,,,,,,|YUNYANG-1-出让-70号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190910/83f8a8d0-2182-40d7-bb1a-65e2a3c35ff0.html,75ceed10a362c124562aa30bf9041fba
江津区双福工业园J01-02-4/04、J02-02-2/04-2号地块国有建设用地使用权公开出让公告,2019/9/9,,|二类居住用地、娱乐康体用地,,,,,,|6900,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190926/1c6ef66c-fe38-4a3b-8782-face298d1971.html,aa659cede4a57497dacb6e2412d52c2d
巫山县规划和自然资源局WS2019-8号、9号、10号、11号、12号、16号国有土地使用权公开出让公告,2019/9/11,|                  巫山县城新区江东组团                         |                  巫山县城新区江东组团                         |                  巫山县城新区江东组团                         |                  巫山县城新区江东组团                         |                  巫山县城新区江东组团                         |                  巫山县城新区江东组团                         ,,|41149.023平方米|10425.009平方米|15635.562平方米|19044.12平方米|60335.948平方米|4449.318平方米,,,,,,|                 |                 |                 |                 |                 |                 ,,,|                  万元/公顷                 |                  万元/公顷                 |                  万元/公顷                 |                  万元/公顷                 |                  万元/公顷                 |                  万元/公顷                 ,,|                  WS2019-8号地块出让起始价为15000万元，用地性质为住商用地（RB）住商比6:4（具体规划技术要求详见巫山县江东组团12-07地块规划技术指标）。                                                                                      |                  WS2019-9号出让起始价为2346万元，用地性质为商业设施用地（B1）（具体规划技术要求详见巫山县江东组团12-09地块规划技术指标）。                                                                                      |                  WS2019-10号地块出让起始价为4500万元，用地性质为商业设施用地（B1）（具体规划技术要求详见巫山县江东组团12-11地块规划技术指标。                                                                                      |                  WS2019-11号地块出让起始价为5715万元，用地性质为二类居住用地（R2）（具体规划技术要求详见巫山县江东组团13-03地块规划技术指标）。                                                                                      |                  WS2019-12号地块出让起始价为18100万元。用地性质为二类居住用地（R2)（具体规划技术要求详见巫山县江东组团13-04地块规划技术指标）。                                                                                      |                  WS2019-16号地 块出让起始价为1100万元，用地性质为商业设施用地（B1）（具体规划技术要求详见巫山县江东组团08-05地块规划技术指标）。                                                                    ,2019年09月11日至2019年09月30日,,2019年09月30日至2019年09月30日,,2019年09月30日12时00分 ,2019年09月30日12时00分 ,巫山县公共资源交易中心 巫山县规划和自然资源局,023-57623011 023-57691867,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191010/c36166d4-bf82-4256-bbd0-0dacde28476c.html,ffeae70580ba8dfeee2d9a2149d27409
重庆市江津综合保税区M02-02/01-01号地块国有建设用地使用权公开出让公告,2019/9/16,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190917/447b4bf9-8813-4a41-819c-d0780d0d31c2.html,9c66ceb58e7a370f467b26cee8e363e5
江津综合保税区M02-04/01号地块国有建设用地使用权公开出让公告,2019/9/17,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190917/8fb22d59-3ee5-48a6-bdb5-954033355220.html,1e3c5df04fe55ed6f6b656b5e9f734dc
江津区白沙工业园F1-01/01号地块（图号：条201859000546-1号）国有建设用地使用权公开出让公告,2019/9/18,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190919/175acbb7-d879-4013-9077-17220fbc5467.html,4ac6a9dc2070df0de54d39d6a2441e85
江津区德感工业园E16-08号-01地块国有建设用地使用权公开出让公告,2019/9/18,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190919/72ec4cc0-6253-4d81-85ff-e5dd15ba4721.html,e07fb3f31611939e326fe80768182dc6
江津区油溪镇组团分区B02-1/01号地块国有 建设用地使用权公开出让公告,2019/9/18,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:12,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190919/30c70cbf-4bab-4b6f-a981-2dcab59b1fa4.html,682437280c34428dc5482eb7e8078141
江津区白沙工业园F1-01/01号地块（图号：条201859000547-1号）国有建设用地 使用权公开出让公告,2019/9/18,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:12,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190919/0fc186bf-5552-4e31-9b92-561febaf59c1.html,1423ce4516f50dce1c1b2b0cccce14c4
奉节县西部新区FJ-14-132号宗地国有建设用地使用权公开出让,2019/9/19,|                  西部新区胡家社区                         ,|商务用地,|7507平方米,,,,,,|                  FJ-14-132                 ,,,|                  万元/公顷                 ,,, 2019年9月19日至 2019年10月9日12时00分前 ,, 2019年9月19日 至 2019年10月9日12时00分前 ,,2019年10月9日12时00分,2019年10月9日12时00分,奉节县公共资源交易中心,交易中心023-56683395,,2020/4/28 14:12,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190920/e596a9a2-7b60-48fb-b9ec-2d7bf7d0072a.html,9d207bcd78874eec9d249ccb1ad13820
